,age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,hours_per_week,native_country,salary
17015,50,2,145333,12,16,0,9,2,4,1,50,38,0
26161,25,5,153534,1,10,2,10,0,4,1,40,38,0
9859,59,2,122283,9,15,2,9,0,1,1,40,18,1
10954,52,2,321959,1,10,2,12,0,2,1,40,38,0
20668,44,2,30126,1,10,0,0,4,4,0,40,38,0
17917,55,3,298449,2,13,2,3,0,4,1,50,38,1
18819,24,2,176189,0,9,2,6,0,4,1,40,38,0
12318,29,2,253856,2,13,2,13,0,4,1,20,38,1
30011,22,2,173736,0,9,4,2,1,4,1,50,38,0
13459,48,2,169324,0,9,4,7,4,2,0,32,13,0
21293,52,2,143807,0,9,0,11,1,4,0,40,38,0
26068,27,2,302422,0,9,4,0,1,4,1,40,38,0
7454,19,2,136866,0,9,4,2,3,4,1,45,38,0
24254,42,5,74334,3,14,2,0,0,0,1,40,38,1
1295,43,3,196945,0,9,2,7,0,1,1,78,36,0
22617,46,1,213668,5,7,4,7,1,4,1,40,38,0
23274,25,1,295289,0,9,4,9,3,2,0,40,38,0
22833,56,4,176280,0,9,0,7,1,4,1,50,38,0
28233,38,2,165848,2,13,2,11,0,4,1,44,38,1
2605,69,4,69306,1,10,2,7,5,4,0,15,38,0
19044,18,2,212936,1,10,4,7,3,4,1,15,38,0
9586,37,2,164898,1,10,2,2,0,4,1,52,38,0
6829,19,2,393712,0,9,4,0,3,4,0,20,38,0
15575,47,2,146497,1,10,5,0,4,4,0,16,10,0
6999,60,4,168223,2,13,0,9,1,4,0,30,38,0
24141,19,2,306225,0,9,4,5,3,4,1,25,38,0
4377,19,2,278870,1,10,4,5,3,4,1,16,38,0
23608,59,2,110820,0,9,0,2,1,4,1,38,38,0
6633,35,2,194690,8,4,0,12,4,4,0,40,38,0
29141,28,2,207513,2,13,2,11,0,4,1,42,38,1
21559,27,2,224849,0,9,2,2,0,4,1,40,38,0
3065,24,2,215443,0,9,5,7,1,4,1,40,38,0
800,29,4,266855,2,13,5,9,3,4,1,40,38,0
13007,51,1,170579,0,9,2,13,0,4,1,40,38,0
9104,28,2,107389,0,9,4,3,3,4,1,32,38,0
5790,40,3,157240,3,14,2,3,5,4,0,30,19,0
14288,28,2,139903,2,13,4,6,4,2,0,40,38,0
10267,45,2,198223,2,13,2,11,0,4,1,45,38,1
18293,38,2,166585,0,9,4,3,3,4,0,40,38,0
358,23,2,396099,0,9,4,7,1,4,0,25,38,0
518,24,2,82804,0,9,4,5,4,2,0,40,38,0
8155,69,3,169717,2,13,2,3,0,4,1,45,38,1
29530,61,3,148577,0,9,2,11,0,4,1,55,38,0
12246,23,2,315065,7,6,4,7,4,4,1,60,25,0
14038,32,2,515629,0,9,5,5,1,4,0,40,38,0
14137,37,2,271767,2,13,4,3,1,4,1,48,38,0
20612,28,2,233796,1,10,2,0,5,4,0,32,38,0
13755,17,3,413557,10,5,4,11,3,4,0,40,38,0
5671,61,2,162432,0,9,6,3,1,4,0,40,38,0
15624,53,2,195638,0,9,0,0,1,4,0,40,38,0
5979,31,1,356689,2,13,2,9,0,4,1,40,38,1
904,22,2,284317,6,12,4,0,1,4,0,40,38,0
8362,74,2,180455,2,13,6,7,1,4,0,8,38,0
29476,39,2,451059,10,5,2,5,0,4,1,40,38,0
3495,19,2,262515,5,7,4,7,2,4,1,20,38,0
5301,18,2,120029,1,10,4,0,2,4,0,20,38,0
16366,45,2,161954,2,13,4,9,1,4,0,40,10,0
5706,49,2,146268,1,10,2,2,0,4,1,40,38,0
25707,68,2,185537,1,10,0,11,1,4,0,20,38,0
6832,44,2,172479,2,13,2,9,0,4,1,40,38,1
2388,31,2,209276,0,9,2,7,0,3,1,40,38,0
27925,37,0,45937,6,12,2,3,5,4,0,40,38,0
29834,19,2,693066,11,8,4,7,3,4,0,15,38,0
2733,61,2,716416,1,10,2,11,0,4,1,44,38,0
8735,45,1,153312,3,14,2,9,0,2,1,10,38,1
16777,30,1,83066,0,9,2,7,0,2,1,40,38,0
17590,24,2,90046,2,13,5,3,1,4,0,40,38,0
22532,43,4,113211,0,9,2,3,5,4,0,40,38,0
17123,34,2,236861,0,9,2,7,0,4,1,45,38,0
2055,43,2,160815,4,11,0,9,4,4,0,40,38,0
1052,59,0,212448,0,9,6,11,4,4,0,40,10,0
6139,36,2,263130,3,14,4,9,1,4,0,40,38,0
14765,23,2,60668,7,6,2,2,0,4,1,40,31,0
27435,61,2,178312,6,12,2,3,0,4,1,42,38,0
21985,25,2,245628,1,10,4,12,3,4,1,15,25,0
12739,31,2,70568,14,2,4,7,2,4,0,25,7,0
13627,42,5,404573,9,15,0,9,4,4,0,40,38,0
20959,20,2,164775,13,3,4,5,2,4,1,40,12,0
28222,47,2,70943,0,9,2,6,0,4,1,40,38,0
11631,62,2,77884,0,9,2,11,0,1,1,40,29,0
28369,28,2,183155,2,13,2,9,0,4,1,55,38,1
18934,17,2,53367,10,5,4,7,3,4,0,35,38,0
29180,48,2,207120,1,10,2,9,0,4,1,40,38,0
10227,26,2,339952,1,10,2,3,0,4,1,60,38,0
16944,65,2,129426,1,10,6,0,1,4,0,40,38,0
561,24,2,247564,0,9,4,2,1,4,1,40,38,0
2960,44,2,248973,2,13,0,0,1,2,1,65,38,0
13503,46,1,316205,2,13,2,3,0,2,1,40,38,1
30065,32,2,236318,1,10,2,11,0,4,1,32,38,0
18356,42,2,317078,0,9,0,6,1,2,1,40,38,0
25560,47,2,200471,4,11,2,0,0,4,1,40,38,0
10092,20,2,236592,11,8,4,9,1,4,0,35,21,0
11623,53,1,204447,3,14,2,3,0,4,1,43,38,1
23569,54,2,104501,1,10,2,11,0,4,1,40,38,0
19086,30,2,609789,5,7,2,4,0,4,1,60,25,0
25159,36,1,298717,0,9,2,3,0,4,1,40,38,0
19699,55,1,31365,2,13,6,9,1,4,0,40,38,0
22244,41,2,152636,0,9,0,2,4,4,0,50,38,0
6050,41,2,152629,1,10,2,12,0,4,1,40,38,0
13403,53,1,233722,6,12,4,0,1,2,1,40,38,0
20533,30,2,167476,0,9,2,13,0,4,1,50,38,0
1786,56,2,31782,7,6,2,11,0,4,1,40,38,0
19843,35,4,199753,1,10,2,7,0,4,1,60,38,0
11132,37,2,326886,0,9,2,13,0,4,1,40,38,0
3775,65,2,361721,4,11,2,13,0,4,1,20,38,0
28875,37,2,127772,2,13,2,3,0,4,1,50,38,1
13037,40,4,325159,1,10,2,12,0,4,1,50,38,0
14975,34,2,295922,1,10,4,6,1,4,1,40,8,0
12711,39,2,181553,2,13,0,3,1,4,1,55,38,0
8430,33,4,281030,0,9,2,4,0,4,1,94,38,0
24591,42,2,138662,1,10,5,0,3,4,0,40,38,0
9524,30,2,206512,2,13,4,3,1,4,1,44,38,0
5692,39,5,189385,1,10,5,3,4,2,0,30,38,0
25654,25,2,82560,6,12,4,7,3,4,1,43,38,0
15370,18,2,127273,5,7,4,7,2,4,1,20,38,0
2273,50,0,20179,3,14,2,12,0,4,1,40,38,1
15504,41,3,495061,12,16,2,9,0,4,1,70,38,1
20696,45,0,358242,2,13,2,9,0,4,1,45,38,1
729,60,2,31577,0,9,2,13,0,4,1,60,38,0
1914,19,2,125010,0,9,4,4,3,4,1,45,38,0
12950,40,2,95639,0,9,4,2,1,0,1,40,38,0
8678,18,2,182042,5,7,4,7,3,4,0,19,38,0
10788,25,2,167031,7,6,4,6,1,4,0,40,3,0
12923,19,2,98605,1,10,4,7,3,4,0,20,38,0
10420,40,2,136986,1,10,2,6,0,4,1,50,38,0
22924,34,2,179877,1,10,2,6,0,4,1,40,38,0
25176,56,2,197369,8,4,2,3,0,4,1,40,38,0
6292,33,2,376483,1,10,0,0,1,2,0,40,38,0
25968,27,2,73587,0,9,4,5,1,2,1,35,38,0
25745,31,2,187560,0,9,2,9,0,4,1,40,38,0
18269,24,1,111450,7,6,4,2,4,2,1,65,13,0
19297,33,2,188352,3,14,4,9,1,2,1,50,38,0
25925,37,4,183735,0,9,2,9,0,4,1,30,38,0
1898,47,2,85129,0,9,0,7,1,1,0,40,38,0
9893,22,2,215546,6,12,4,3,1,4,1,55,38,0
19844,50,1,92486,1,10,2,2,0,4,1,40,38,0
3248,36,3,213008,6,12,2,3,0,4,1,40,38,0
9028,57,2,298507,2,13,2,9,0,4,1,40,38,1
21814,29,5,199450,1,10,0,0,4,2,1,40,38,0
25015,23,2,311376,4,11,4,0,1,4,0,40,38,0
8486,28,2,181659,0,9,2,6,0,4,1,40,38,0
17223,26,2,258550,2,13,4,0,3,4,1,40,38,0
2665,43,2,307767,0,9,2,5,0,4,1,40,38,0
20428,46,2,423222,1,10,2,2,0,4,1,60,38,0
12758,27,2,183627,2,13,2,3,0,4,1,50,38,1
2786,30,2,398827,0,9,1,0,0,4,1,60,38,0
6182,37,2,76893,0,9,2,2,0,4,1,40,38,0
13977,49,2,314773,4,11,2,9,0,4,1,40,38,0
7971,60,4,148492,0,9,2,2,0,4,1,50,38,0
28604,56,4,26716,2,13,2,3,0,4,1,20,38,1
26898,23,2,202989,0,9,4,9,1,4,1,40,1,0
6610,36,4,122493,0,9,2,2,0,4,1,47,38,0
10805,28,0,526528,1,10,4,0,4,2,0,40,38,0
27155,60,3,160062,0,9,2,4,0,4,1,25,38,0
28659,37,2,150057,0,9,2,2,0,4,1,52,38,0
2584,36,2,158592,5,7,2,2,0,4,1,50,38,0
23068,38,3,54953,1,10,2,2,0,4,1,38,38,0
25863,66,1,362165,2,13,6,9,1,2,0,25,38,0
27615,33,4,235271,2,13,0,11,1,4,1,50,38,0
9260,21,2,232569,0,9,4,5,1,4,1,40,38,0
19418,35,2,179579,0,9,2,13,0,4,1,40,38,0
13983,19,2,162621,1,10,4,12,3,4,1,14,38,0
5676,20,2,170800,1,10,4,0,3,4,0,15,38,0
21484,59,4,128105,0,9,2,4,0,4,1,35,38,0
8904,33,2,276221,12,16,2,9,0,4,1,40,38,1
8339,43,2,152629,0,9,2,2,0,4,1,40,38,0
12128,34,2,737315,2,13,2,9,0,4,1,40,38,1
22380,62,2,195343,12,16,0,9,4,4,1,50,38,0
3091,36,2,84306,2,13,2,3,0,4,1,50,38,1
4430,37,0,289653,1,10,2,2,0,4,1,40,38,0
12824,24,2,200295,1,10,4,2,1,4,1,40,38,0
27223,35,2,336793,2,13,4,0,2,4,1,40,38,0
25717,30,2,285902,6,12,2,2,0,4,1,40,38,0
17830,26,2,213081,0,9,4,0,4,2,0,40,22,0
20678,52,2,152373,1,10,2,11,0,4,1,40,38,0
10956,19,2,214935,1,10,4,5,3,4,1,40,38,0
11155,49,2,80914,13,3,4,6,1,4,1,45,38,0
20089,31,2,25955,10,5,4,2,3,0,1,35,38,0
21538,20,2,286166,0,9,4,11,1,4,1,48,38,0
20588,25,2,476334,1,10,2,2,0,4,1,40,38,0
20069,61,2,95500,0,9,2,13,0,4,1,40,38,0
10070,36,2,198237,2,13,2,9,0,4,1,50,38,1
10846,49,2,177426,0,9,0,7,1,4,0,20,38,0
5280,50,2,69345,4,11,2,13,0,4,1,55,38,0
29583,18,2,217743,5,7,4,11,3,4,0,40,38,0
18821,41,2,41090,0,9,2,2,0,4,1,60,38,0
22334,23,2,595461,8,4,4,2,1,4,1,40,25,0
24487,34,2,94413,1,10,2,5,0,4,1,40,38,0
20171,23,2,343019,7,6,4,7,1,4,0,40,38,0
24589,28,2,328923,0,9,4,0,2,4,0,38,38,0
26479,63,2,167967,3,14,2,5,0,4,1,46,38,1
17103,51,0,163671,2,13,2,3,0,4,1,40,38,1
20792,39,3,143123,4,11,2,2,0,4,1,40,38,0
11010,28,4,38079,1,10,2,4,0,4,1,55,38,0
5685,33,2,176711,6,12,4,0,1,4,1,50,38,0
693,23,2,145111,0,9,4,13,4,4,1,50,38,0
19946,55,2,463072,2,13,2,9,0,4,1,60,38,1
13532,38,2,172571,2,13,2,3,0,4,1,54,38,1
24926,22,2,205970,7,6,5,7,4,4,0,35,38,0
22982,62,2,201928,0,9,6,2,4,2,0,40,38,0
1753,45,1,339681,3,14,0,9,4,4,0,45,38,0
11564,40,1,183096,10,5,2,7,5,4,0,40,40,0
19381,20,2,194848,1,10,4,2,3,4,1,40,38,0
3446,47,2,142719,0,9,2,6,0,4,1,40,38,0
7050,62,2,192515,0,9,6,4,4,4,0,40,38,0
16638,27,2,132963,0,9,2,5,0,2,1,40,38,0
3721,31,2,258849,4,11,4,0,4,2,0,40,38,0
18803,46,2,403911,0,9,2,2,0,2,1,40,38,0
4379,25,2,228608,1,10,4,2,2,1,0,40,0,0
4671,33,2,279524,0,9,0,6,1,4,0,40,38,0
17237,46,4,366089,9,15,2,9,0,4,1,40,38,1
7069,18,2,118847,11,8,4,11,3,4,0,20,38,0
11123,53,2,139671,2,13,2,9,0,4,1,40,38,1
3410,27,2,114158,4,11,4,0,3,4,0,35,38,0
27171,23,2,130905,2,13,4,11,3,4,0,40,38,0
1398,47,1,246891,2,13,2,10,0,4,1,40,38,1
17594,53,2,149650,0,9,4,11,1,4,1,48,38,0
11131,39,2,343476,0,9,2,2,0,4,1,30,38,0
13502,22,2,129172,1,10,4,7,3,4,1,16,38,0
3667,37,2,182668,7,6,2,13,0,4,1,35,38,0
24392,41,2,111483,0,9,4,0,3,4,1,40,38,0
15150,30,4,173854,0,9,2,2,0,4,1,60,38,0
18214,21,2,43475,0,9,4,10,1,4,1,40,38,0
786,34,2,111567,0,9,4,13,3,4,1,40,38,0
21579,41,2,439919,13,3,2,4,0,4,1,40,25,0
12009,29,2,39484,2,13,2,7,0,4,1,42,38,1
10072,40,2,191544,0,9,4,7,1,4,0,35,38,0
233,19,1,27382,1,10,4,0,3,4,1,40,38,0
16019,42,4,30759,0,9,2,2,0,4,1,35,38,0
24171,71,3,38822,3,14,2,3,0,4,1,40,38,1
14382,25,2,450246,0,9,4,2,3,4,1,40,38,0
7328,19,2,281704,1,10,4,7,1,4,1,35,38,0
17958,40,2,99604,3,14,2,9,5,4,0,24,38,0
19883,18,2,154089,5,7,4,5,3,4,1,20,38,0
15365,40,2,182140,0,9,5,13,4,2,1,40,38,0
19161,58,2,186385,12,16,4,9,1,4,1,8,38,0
24173,32,2,273241,2,13,2,3,5,4,0,40,38,0
8179,31,2,22201,0,9,2,0,0,0,1,40,38,0
21586,33,2,203463,0,9,0,7,3,4,0,40,38,0
13405,17,2,222618,5,7,4,11,3,2,0,30,38,0
21336,21,2,411068,1,10,4,0,3,4,0,35,38,0
296,62,2,159841,0,9,6,7,1,4,0,24,38,0
2774,51,5,172962,12,16,2,9,0,4,1,40,38,1
25987,24,2,395297,1,10,4,11,3,4,0,35,38,0
26896,42,2,156526,1,10,4,12,1,4,1,33,38,0
18182,59,2,182460,2,13,2,3,0,4,1,60,38,1
517,47,2,264052,1,10,2,9,0,4,1,50,38,0
13501,58,3,112945,9,15,4,9,1,4,1,40,38,0
1724,63,2,174018,1,10,2,11,0,2,1,40,38,0
20549,44,1,190020,2,13,2,9,0,4,1,50,38,1
5501,28,2,183639,0,9,4,5,4,4,1,40,38,0
26490,23,2,199884,0,9,4,0,4,4,0,45,38,0
2850,20,2,140764,1,10,4,7,3,4,0,20,38,0
22904,37,2,38948,0,9,2,13,0,4,1,50,38,0
14913,40,2,374764,1,10,0,5,1,4,1,40,38,0
15328,40,2,408717,0,9,2,2,0,4,1,40,38,0
10779,24,2,201680,0,9,4,0,4,4,1,60,38,0
28687,18,2,205218,5,7,4,11,3,4,0,20,38,0
1453,48,4,65535,0,9,2,4,0,4,1,50,38,0
600,24,2,556660,0,9,4,3,2,4,1,50,38,0
21816,50,4,29231,0,9,2,3,0,4,1,45,38,0
9406,43,3,35662,12,16,2,9,5,4,0,70,38,0
20683,47,2,199832,0,9,2,2,0,4,1,40,38,0
1084,47,2,45857,0,9,4,0,4,4,0,40,38,0
20178,25,2,153841,1,10,4,0,3,4,0,40,38,0
26358,20,2,211049,1,10,4,3,3,4,0,30,38,0
28126,29,2,250967,4,11,2,6,0,4,1,48,38,0
23365,42,4,29320,9,15,0,9,4,4,1,60,38,0
7315,40,2,33331,1,10,2,13,0,4,1,50,38,0
29751,46,2,165138,1,10,2,13,0,4,1,45,38,0
16493,38,2,66686,4,11,2,6,0,4,1,40,38,0
5494,58,2,119558,0,9,2,3,0,4,1,50,38,0
20888,42,2,171841,9,15,2,9,0,4,1,60,38,1
25864,31,2,341672,1,10,2,0,0,1,1,50,18,0
674,25,2,332702,4,11,4,7,3,4,0,15,38,0
26317,39,2,150057,1,10,2,2,0,4,1,55,38,0
20487,43,2,160674,0,9,0,3,4,4,0,40,38,0
25092,45,2,111979,0,9,2,5,0,4,1,40,38,0
15528,26,2,116044,5,7,5,2,2,4,1,50,38,0
26851,46,5,363875,1,10,0,10,4,0,0,40,38,0
26780,30,2,101345,2,13,2,11,5,4,0,55,38,0
13054,19,2,45766,1,10,4,5,1,4,1,45,38,0
9420,23,2,122048,0,9,4,6,1,4,0,40,38,0
26458,28,2,156300,3,14,4,3,1,2,0,45,38,0
23012,26,1,273399,1,10,4,10,1,4,1,40,28,0
4960,50,1,117791,0,9,0,0,1,4,0,40,38,0
21820,54,5,166774,3,14,4,9,1,4,0,45,38,0
6801,41,2,179580,1,10,0,7,1,4,0,36,38,0
8010,41,4,113324,4,11,2,4,0,4,1,70,38,0
17122,23,2,160968,1,10,4,9,3,4,1,10,38,0
7770,47,4,173613,1,10,0,3,1,4,0,65,38,0
10672,20,2,196643,1,10,4,7,3,4,1,20,38,0
4063,52,5,149650,12,16,2,9,0,4,1,40,19,1
23155,40,1,150755,2,13,2,9,0,4,1,75,38,1
14476,27,2,31659,2,13,2,6,0,4,1,60,38,1
24036,32,2,158242,2,13,4,9,1,4,0,40,38,0
12603,49,2,173115,7,6,5,3,1,2,1,99,38,0
29285,18,2,37720,7,6,4,6,3,4,1,40,38,0
15862,49,2,423222,3,14,2,11,0,4,1,50,38,1
378,46,4,317253,0,9,2,2,0,4,1,25,38,0
26224,44,2,90688,0,9,4,6,1,1,0,45,24,0
24636,60,4,21101,0,9,2,4,0,0,1,50,38,0
9499,32,2,153326,2,13,2,9,2,4,1,40,38,0
19213,37,5,76767,9,15,2,9,5,4,0,39,38,0
22089,43,2,245487,0,9,2,2,0,3,1,40,25,0
16750,17,2,193769,10,5,4,7,4,4,1,20,38,0
14007,31,5,286911,1,10,2,0,0,4,1,38,38,0
23434,44,5,193524,3,14,2,3,0,4,1,40,38,1
2793,27,5,28848,2,13,4,9,1,4,1,9,38,0
7113,44,2,212888,2,13,0,3,4,4,0,45,38,0
17810,90,2,139660,1,10,0,11,4,2,0,37,38,0
29426,61,2,668362,14,2,6,5,1,4,0,40,38,0
2285,74,4,92298,2,13,2,3,0,4,1,10,38,1
29828,67,3,182581,1,10,2,3,0,4,1,20,38,0
13924,45,2,201865,12,16,2,3,0,4,1,45,38,1
21571,52,2,306108,0,9,2,6,0,4,1,40,38,0
3512,34,2,353213,6,12,5,2,1,4,1,60,38,0
9597,22,5,190625,2,13,2,3,0,4,1,20,38,1
16771,37,1,223020,4,11,4,7,4,2,0,32,38,0
22318,49,2,334787,0,9,2,7,0,4,1,40,38,0
7854,48,4,51620,2,13,5,2,1,4,1,50,38,0
22813,30,2,398662,0,9,4,6,3,4,1,40,38,0
25362,42,3,1097453,2,13,2,11,0,4,1,60,38,1
3128,52,2,117674,1,10,2,3,0,4,1,40,38,0
17300,31,2,126402,0,9,4,4,1,2,0,60,38,0
1210,35,2,119098,12,16,2,9,0,4,1,40,38,1
6266,73,3,92886,7,6,6,11,4,4,0,40,1,0
15842,27,2,188171,7,6,4,0,3,4,1,60,38,0
874,44,4,325159,1,10,0,4,4,4,1,40,38,0
29979,41,4,251305,1,10,2,11,0,4,1,40,38,0
13635,43,5,345969,9,15,2,9,0,4,1,50,38,1
16673,54,4,124865,1,10,0,11,1,4,0,35,38,0
29746,40,2,137225,3,14,2,3,0,4,1,40,38,1
27914,31,5,373432,2,13,2,9,0,4,1,55,38,1
30114,38,2,32916,4,11,2,2,0,4,1,55,38,0
25409,22,2,65225,7,6,4,7,3,4,0,40,38,0
15717,66,4,104576,2,13,2,3,0,4,1,8,38,1
9838,62,2,35783,1,10,2,13,0,4,1,60,38,0
20261,35,2,287658,1,10,4,0,4,2,1,40,38,0
4942,43,5,52849,2,13,2,9,0,4,1,40,38,1
14973,58,2,267663,8,4,2,13,0,4,1,40,25,0
19531,45,0,235891,6,12,4,0,1,4,1,40,3,0
2340,26,2,183224,1,10,4,0,3,1,0,35,38,0
6480,52,2,145409,1,10,2,13,0,4,1,60,1,0
19292,50,3,207246,1,10,5,3,4,4,0,75,38,0
24003,28,2,51672,0,9,4,2,1,4,1,35,38,0
23074,43,2,102114,1,10,4,0,4,2,0,40,38,0
7996,32,2,385959,0,9,4,2,3,4,1,50,38,0
11354,34,2,300687,0,9,2,2,0,2,1,40,38,0
26329,28,2,293398,0,9,5,11,4,2,0,40,38,0
22476,26,4,37023,1,10,2,4,0,4,1,78,38,0
2525,43,2,125461,2,13,2,11,0,4,1,65,38,1
5097,45,2,230979,1,10,3,0,1,4,0,40,38,0
27638,36,2,90159,2,13,2,9,5,4,0,32,38,0
16351,41,2,237452,2,13,2,9,5,4,0,15,4,0
22987,51,1,47415,6,12,2,0,5,4,0,30,38,0
10182,32,1,42596,2,13,0,9,1,4,1,40,38,0
21450,28,2,36601,1,10,4,7,4,4,0,35,38,0
3596,25,2,22546,2,13,4,13,3,4,1,60,38,0
13279,45,2,362883,0,9,2,2,0,4,1,40,38,0
8547,58,0,175873,1,10,2,0,0,4,1,40,38,0
4925,31,0,142470,2,13,4,3,1,2,0,40,38,0
27158,39,2,176634,6,12,4,12,1,4,0,40,38,0
513,34,2,148291,0,9,2,12,5,4,0,32,38,0
29593,49,2,123681,3,14,2,9,0,4,1,43,38,1
26803,23,2,248978,5,7,2,5,0,4,1,40,25,0
13988,51,4,276456,6,12,2,11,0,4,1,30,38,0
23363,41,2,425049,0,9,2,13,0,4,1,50,38,0
9553,35,4,195744,0,9,0,2,1,4,1,50,38,0
6194,40,4,99651,1,10,2,9,0,4,1,60,38,0
15329,35,2,255635,10,5,2,2,0,3,1,40,25,0
2798,31,2,265706,2,13,4,11,1,4,1,40,38,0
17374,43,2,122473,10,5,4,6,4,2,0,40,38,0
10610,30,5,46144,0,9,1,0,3,4,0,38,38,0
10876,40,2,149102,0,9,3,5,1,4,1,60,30,0
20280,29,2,157262,3,14,4,3,1,4,0,45,38,0
30034,36,2,66304,2,13,2,3,0,4,1,55,38,1
26814,51,5,193720,0,9,2,2,0,4,1,56,38,0
8669,18,2,115215,0,9,4,7,3,4,1,25,38,0
11303,57,2,201112,6,12,0,0,1,2,0,40,38,0
4096,46,2,175109,0,9,2,0,0,4,1,40,38,0
17724,49,2,54772,0,9,2,2,0,4,1,45,38,0
18205,25,2,176836,1,10,4,3,1,4,0,60,38,0
17809,17,2,148522,5,7,4,7,3,4,1,15,38,0
11271,39,2,113151,2,13,2,11,0,4,1,55,38,1
1975,58,2,187487,0,9,2,6,0,4,1,40,38,0
17406,50,2,187830,2,13,4,3,1,4,1,50,38,0
25552,67,2,150516,8,4,2,2,0,4,1,24,38,0
4299,28,2,216178,0,9,2,11,0,4,1,40,38,0
15700,44,2,184105,6,12,2,11,0,4,1,40,38,0
2683,23,2,238917,8,4,4,2,2,4,1,36,38,0
21509,24,2,464103,0,9,4,0,1,4,1,50,38,0
18420,19,2,208656,1,10,4,0,3,4,0,20,38,0
29565,46,2,117605,10,5,0,11,1,4,1,35,38,0
13775,25,0,339956,1,10,2,10,0,2,1,40,38,0
13703,35,2,222868,0,9,2,0,0,4,1,40,38,0
13750,53,2,96062,2,13,2,3,0,4,1,40,11,1
20440,62,1,115023,1,10,2,6,0,4,1,40,38,0
28332,20,2,279538,5,7,2,5,2,4,1,35,38,0
22292,35,4,233533,2,13,5,2,1,4,1,65,38,0
29595,25,2,130513,6,12,4,11,3,4,0,40,28,0
21906,28,2,416577,0,9,2,2,0,2,1,40,38,0
28731,35,2,267866,0,9,2,11,0,1,1,50,19,0
18126,36,0,192443,1,10,4,3,1,2,1,40,38,0
7967,34,2,122616,1,10,2,12,0,4,1,84,38,0
3247,81,4,137018,0,9,6,0,1,4,0,20,38,0
17417,37,2,149297,0,9,4,5,1,0,1,30,38,0
2705,31,2,452405,15,1,4,7,2,4,0,35,25,0
8997,24,2,261561,2,13,4,9,1,4,0,40,38,0
29414,42,2,170230,2,13,0,3,1,4,0,55,38,0
26668,28,2,294936,0,9,2,13,0,4,1,45,38,0
381,24,2,241951,0,9,4,5,4,2,0,40,38,0
19351,37,1,397877,2,13,2,0,0,4,1,40,38,1
20759,31,2,169002,0,9,2,5,0,4,1,55,38,0
15337,46,2,225065,15,1,2,6,5,4,0,40,25,0
29717,40,2,111067,2,13,2,5,0,4,1,80,38,1
19271,62,2,226733,0,9,2,0,0,4,1,40,38,0
14932,63,1,168656,2,13,0,2,1,2,1,35,27,0
15855,44,2,462838,0,9,0,5,1,4,0,48,38,0
18806,19,2,533147,0,9,4,0,1,4,1,30,38,0
24910,32,5,400132,2,13,2,10,0,4,1,40,38,1
18164,54,2,319697,1,10,2,9,5,4,0,40,38,0
22551,45,4,160724,2,13,2,3,0,1,1,45,2,1
9119,37,2,227545,1,10,2,11,0,4,1,44,38,0
7668,54,5,123592,0,9,5,0,4,2,0,35,38,0
27055,52,2,165681,1,10,2,2,0,4,1,40,38,0
30146,39,1,111499,6,12,2,0,5,4,0,20,38,0
22719,57,2,89182,0,9,6,0,1,4,0,40,38,0
27700,51,2,673764,3,14,4,9,1,4,1,40,38,0
5715,41,2,152292,2,13,2,9,0,4,1,50,38,1
17696,44,2,195881,1,10,0,3,2,4,0,45,38,0
29354,31,2,182237,7,6,5,13,4,4,1,40,38,0
13974,62,2,664366,2,13,2,11,0,4,1,60,38,1
23292,40,2,46990,12,16,2,9,5,4,0,20,38,0
12796,30,2,176123,7,6,4,6,2,1,1,40,39,0
21085,65,2,105491,2,13,2,3,0,4,1,40,38,1
30148,43,2,260761,0,9,2,6,0,4,1,40,25,0
6729,59,2,109638,0,9,2,2,0,4,1,40,38,0
4486,33,2,196266,0,9,2,2,0,4,1,40,38,0
10427,38,2,173047,2,13,0,0,4,1,0,40,29,0
3389,26,2,291968,0,9,2,13,0,4,1,44,38,0
17783,30,2,171598,2,13,3,11,1,4,0,50,38,0
2398,27,2,258102,13,3,4,13,1,4,1,40,25,0
6352,22,2,245524,11,8,4,7,1,4,1,35,38,0
18183,40,1,26929,3,14,4,9,1,4,0,40,38,0
29439,36,2,141420,2,13,0,5,1,4,1,30,38,0
17748,53,1,99064,10,5,2,2,0,4,1,40,38,0
24981,49,4,122584,8,4,2,11,0,4,1,40,38,0
2940,28,2,142264,10,5,4,6,1,4,1,50,5,0
20990,59,2,177120,10,5,2,7,0,4,1,40,38,0
10453,49,2,247294,0,9,2,2,0,4,1,45,38,0
24181,19,2,227178,5,7,4,11,1,4,0,25,38,0
22838,33,2,58305,4,11,2,2,0,4,1,40,38,0
21583,45,2,90758,2,13,2,3,0,4,1,55,38,1
13069,23,0,39603,1,10,4,2,4,0,1,40,38,0
28970,30,4,223212,2,13,4,11,4,4,1,40,38,0
25101,32,1,230912,3,14,4,9,1,4,0,40,38,0
12986,23,2,376416,2,13,4,0,1,4,1,40,38,0
11720,24,2,162593,2,13,4,0,1,1,0,40,38,0
21393,48,2,101684,0,9,2,11,0,4,1,40,38,0
27995,45,2,25649,1,10,2,13,0,4,1,50,38,0
10460,60,2,101198,4,11,0,7,1,4,1,20,38,0
24588,28,2,186720,1,10,4,7,3,4,0,50,38,0
13732,24,2,291578,0,9,2,11,0,4,1,50,38,0
4042,60,2,181953,0,9,2,13,0,4,1,28,38,0
